# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HATS-64 b,HATS-64,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,4.90889700,0.00001300,-0.00001300,0,0.065620,0.000390,-0.000390,0,18.820,0.908,-0.908,0,1.679,0.081,-0.081,0,305.11680,63.56600,-63.56600,0,0.96000,0.20000,-0.20000,0,Mass,0.151000,,,0,1711.00,106.00,-99.00,0,1793,27,-27,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,6554.00,27.00,-27.00,0,2.11,0.07,-0.07,0,1.56,0.03,-0.03,0,0.220,0.039,-0.039,0,[Fe/H],3.98,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.1500000,40.7450000,-40.7450000,13.4200000,0.0300000,-0.0300000,13.0450000,0.1140000,-0.1140000,11.9680000,0.0240000,-0.0240000,11.7800000,0.0260000,-0.0260000,11.7050000,0.0210000,-0.0210000,12.8390000,0.0002450,-0.0002450,2019-01-15 17:07:50,2019-02,2019-01-17
WASP-33 b,WASP-33,0,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.21987016,0.00014000,-0.00014000,0,0.025900,0.000500,-0.000500,0,18.820,0.213,-0.336,0,1.679,0.019,-0.030,0,1042.48240,232.01590,-232.01590,0,3.28000,0.73000,-0.73000,0,Mass,0.000000,,,0,,,,,2723,37,-37,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,7430.00,,,0,,,,,,,,,0.100,,,0,[Fe/H],4.30,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.9440000,0.9905000,-0.9905000,8.4120000,0.0270000,-0.0270000,8.1400000,0.0300000,-0.0300000,7.5810000,0.0210000,-0.0210000,7.5160000,0.0240000,-0.0240000,7.4680000,0.0240000,-0.0240000,8.0700400,0.0004330,-0.0004330,2019-07-08 11:33:42,2016-06,2016-04-28
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.69404700,0.00000400,-0.00000400,0,0.042580,0.000470,-0.000480,0,18.887,0.852,-0.572,0,1.685,0.076,-0.051,0,252.67485,17.79848,-28.92253,0,0.79500,0.05600,-0.09100,0,Mass,0.220000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6390.00,100.00,-100.00,0,1.68,0.06,-0.04,0,1.42,0.05,-0.05,0,0.210,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,348.1850000,4.4730000,-4.4730000,11.6520000,0.2680000,-0.2680000,11.3650000,0.0200000,-0.0200000,10.0060000,0.0270000,-0.0270000,9.7770000,0.0320000,-0.0320000,9.7280000,0.0290000,-0.0290000,10.9390000,0.0005220,-0.0005220,2019-03-18 15:04:05,2017-06,2019-03-21
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J/abstract target=ref>Johnson et al. 2017</a>,2.69404700,0.00000400,-0.00000400,0,,,,,18.887,0.852,-0.572,0,1.685,0.076,-0.051,0,254.26400,31.78300,-31.78300,0,0.80000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J/abstract target=ref>Johnson et al. 2017</a>,6390.00,100.00,-100.00,0,1.68,0.06,-0.04,0,1.42,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,348.1850000,4.4730000,-4.4730000,11.6520000,0.2680000,-0.2680000,11.3650000,0.0200000,-0.0200000,10.0060000,0.0270000,-0.0270000,9.7770000,0.0320000,-0.0320000,9.7280000,0.0290000,-0.0290000,10.9390000,0.0005220,-0.0005220,2019-11-27 13:04:18,2017-10,2019-12-05
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,2.69404700,0.00000400,-0.00000400,0,0.042600,0.000500,-0.000500,0,18.887,0.852,-0.572,0,1.685,0.076,-0.051,0,254.25300,32.41700,-32.41700,0,0.80000,0.10200,-0.10200,0,Mass,0.000000,,,0,,,,,1941,38,-38,0,0,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,6390.00,100.00,,0,1.68,0.06,,0,1.42,0.05,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,348.1850000,4.4730000,-4.4730000,11.6520000,0.2680000,-0.2680000,11.3650000,0.0200000,-0.0200000,10.0060000,0.0270000,-0.0270000,9.7770000,0.0320000,-0.0320000,9.7280000,0.0290000,-0.0290000,10.9390000,0.0005220,-0.0005220,2018-04-25 14:04:34,2012-11,2014-05-14
HATS-67 b,HATS-67,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,1.60917880,0.00000400,-0.00000400,0,0.030320,0.000150,-0.000150,0,18.887,0.527,-0.527,0,1.685,0.047,-0.047,0,460.85350,38.13960,-38.13960,0,1.45000,0.12000,-0.12000,0,Mass,0.057000,,,0,3821.00,153.00,-147.00,0,2193,22,-22,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,6594.00,33.00,-33.00,0,1.44,0.03,-0.03,0,1.44,0.02,-0.02,0,0.332,0.052,-0.052,0,[Fe/H],4.28,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.1090000,23.4625000,-23.4625000,14.2070000,0.0330000,-0.0330000,13.6980000,0.1140000,-0.1140000,12.6380000,0.0260000,-0.0260000,12.3460000,0.0240000,-0.0240000,12.3270000,0.0260000,-0.0260000,13.5596000,0.0002080,-0.0002080,2019-01-15 17:07:52,2019-02,2019-01-17
HAT-P-33 b,HAT-P-33,0,2,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,3.47447400,0.00000100,-0.00000100,0,0.049900,0.000500,-0.000500,0,18.898,0.504,-0.504,0,1.686,0.045,-0.045,0,242.17600,32.09900,-32.09900,0,0.76200,0.10100,-0.10100,0,Mass,0.000000,,,0,,,,,1782,28,-28,0,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,6446.00,88.00,,0,1.64,0.03,,0,1.38,0.04,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,396.1100000,7.5075000,-7.5075000,11.6660000,0.2020000,-0.2020000,11.0320000,0.0140000,-0.0140000,10.2630000,0.0210000,-0.0210000,10.0610000,0.0240000,-0.0240000,10.0040000,0.0180000,-0.0180000,11.0238000,0.0009340,-0.0009340,2018-04-25 14:05:02,2011-11,2014-05-14
HAT-P-33 b,HAT-P-33,0,2,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.47447400,0.00000100,-0.00000100,0,0.049950,0.000480,-0.000490,0,18.898,0.504,-0.504,0,1.686,0.045,-0.045,0,209.76780,44.49620,-44.49620,0,0.66000,0.14000,-0.14000,0,Mass,0.220000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6446.00,88.00,-88.00,0,1.64,0.03,-0.03,0,1.38,0.04,-0.04,0,0.050,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,396.1100000,7.5075000,-7.5075000,11.6660000,0.2020000,-0.2020000,11.0320000,0.0140000,-0.0140000,10.2630000,0.0210000,-0.0210000,10.0610000,0.0240000,-0.0240000,10.0040000,0.0180000,-0.0180000,11.0238000,0.0009340,-0.0009340,2019-03-18 15:04:00,2017-06,2019-03-21
HATS-56 b,HATS-56,1,1,1,Transit,2019,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,4.32479900,0.00002700,-0.00002700,0,0.060430,0.000220,-0.000220,0,18.921,0.437,-0.616,0,1.688,0.039,-0.055,0,191.33366,11.12405,-11.12405,0,0.60200,0.03500,-0.03500,0,Mass,0.019000,,,1,,,,,1902,16,-16,0,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,6536.00,31.00,-31.00,0,2.20,0.04,-0.04,0,1.57,0.02,-0.02,0,0.190,0.024,-0.024,0,[Fe/H],3.95,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.4090000,11.2915000,-11.2915000,12.0540000,0.1570000,-0.1570000,11.4770000,0.0110000,-0.0110000,10.5140000,0.0230000,-0.0230000,10.3250000,0.0290000,-0.0290000,10.2510000,0.0190000,-0.0190000,11.4877000,0.0007700,-0.0007700,2019-08-09 11:40:21,2019-08,2019-08-15
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,2.84937500,0.00000800,-0.00000800,0,,,,,18.943,3.251,-3.251,0,1.690,0.290,-0.290,0,645.19490,38.13960,-38.13960,0,2.03000,0.12000,-0.12000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,,,,,2.00,0.30,-0.30,0,1.57,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7290000,-2.7290000,11.0660000,0.1140000,-0.1140000,10.7980000,0.0090000,-0.0090000,9.9280010,0.0270000,-0.0270000,9.7150000,0.0220000,-0.0220000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2019-11-27 09:18:03,2018-11,2019-12-05
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.84937500,0.00000800,-0.00000800,0,0.045740,0.000930,-0.001000,0,18.943,3.251,-3.251,0,1.690,0.290,-0.290,0,638.83830,38.13960,-34.96130,0,2.01000,0.12000,-0.11000,0,Mass,0.044000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6900.00,120.00,-120.00,0,2.00,0.30,-0.30,0,1.57,0.10,-0.10,0,0.030,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7290000,-2.7290000,11.0660000,0.1140000,-0.1140000,10.7980000,0.0090000,-0.0090000,9.9280010,0.0270000,-0.0270000,9.7150000,0.0220000,-0.0220000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2019-03-18 15:06:01,2017-06,2019-03-21
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,2.84937500,0.00000800,-0.00000800,0,0.045700,0.001000,-0.001000,0,18.940,3.250,-3.250,0,1.690,0.290,-0.290,0,645.17000,38.14000,-38.14000,0,2.03000,0.12000,-0.12000,0,Mass,0.000000,,,0,,,,,2190,140,-140,0,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,6900.00,120.00,-120.00,0,,,,,1.57,0.10,-0.10,0,-0.030,0.100,-0.100,0,[Fe/H],4.04,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7290000,-2.7290000,11.0660000,0.1140000,-0.1140000,10.7980000,0.0090000,-0.0090000,9.9280010,0.0270000,-0.0270000,9.7150000,0.0220000,-0.0220000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2018-04-25 14:06:26,2014-05,2014-05-14
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=EVANS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.548...58E/abstract target=ref>Evans et al. 2017</a>,1.27492550,,,0,,,,,18.988,,,0,1.694,,,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=EVANS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.548...58E/abstract target=ref>Evans et al. 2017</a>,,,,,1.46,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.8980000,1.5710000,-1.5710000,10.9970000,0.0880000,-0.0880000,10.5140000,0.0060000,-0.0060000,9.6250000,0.0210000,-0.0210000,9.4390000,0.0250000,-0.0250000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2017-08-14 17:03:05,2017-08,2017-08-17
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.43796370,0.00000020,-0.00000020,0,0.055630,0.000840,-0.000850,0,18.999,0.314,-0.359,0,1.695,0.028,-0.032,0,137.62039,13.34886,-12.71320,0,0.43300,0.04200,-0.04000,0,Mass,0.021000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5950.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.070,0.040,-0.040,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.7485000,-9.7485000,14.2710000,0.0670000,-0.0670000,13.4680000,0.2170000,-0.2170000,12.4060000,0.0260000,-0.0260000,12.1070000,0.0310000,-0.0310000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2019-03-18 15:04:31,2017-06,2019-03-21
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,4.43796370,0.00000020,-0.00000020,0,0.055600,0.000700,-0.000700,0,18.999,0.314,-0.359,0,1.695,0.028,-0.032,0,136.97900,13.03000,-12.71300,0,0.43100,0.04100,-0.04000,0,Mass,0.010000,,,1,,,,,,,,,0,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,5947.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.070,0.040,-0.040,0,[Fe/H],4.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.7485000,-9.7485000,14.2710000,0.0670000,-0.0670000,13.4680000,0.2170000,-0.2170000,12.4060000,0.0260000,-0.0260000,12.1070000,0.0310000,-0.0310000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2014-05-14,2011-11,2014-05-14
